1	0.24904095381498337
2	0.1553216055035591
3	0.09577013552188873
4	0.1336868777871132
5	0.06646596019466718
6	0.08190027127663295
7	0.09253789732853572
8	0.05064798394838969
9	0.0935662512977918
10	0.04720525567730268
11	0.06154187644521395
12	0.0688010888795058
13	0.056074220687150955
14	0.046218653519948326
15	0.05498852456609408
16	0.045385741939147316
17	0.041414582480986915
18	0.049525982389847435
19	0.055662646889686584
20	0.03819220637281736
21	0.036669813717405
22	0.05121547977129618
23	0.049680559585491814
24	0.036028788735469185
25	0.04015612850586573
26	0.03914050944149494
27	0.05231465771794319
28	0.03405005484819412
29	0.04785338665048281
30	0.04248322422305743
31	0.04339973131815592
32	0.04019142190615336
33	0.05363272254665693
34	0.04405662541588148
35	0.04577981804807981
36	0.051421587665875755
37	0.04434573029478391
38	0.045107477655013405
39	0.05157770588994026
40	0.03535298630595207
41	0.0444518414636453
42	0.03636982664465904
43	0.036873165518045425
44	0.03630478804310163
45	0.04667599871754646
46	0.06440505882104237
47	0.03578783571720123
48	0.04375901073217392
49	0.04373594249288241
50	0.04003814235329628
